id,filename,name,datum,utm_zone,date,size
9071363,PNOA_MDT05_ETRS89_HU29_0984_LID.asc,0984,ETRS89,29,2014,154.99
9071364,PNOA_MDT05_ETRS89_HU29_0998_LID.asc,0998,ETRS89,29,"2015, 2014",127.32
9071365,PNOA_MDT05_ETRS89_HU29_0999_LID.asc,0999,ETRS89,29,2015,123.56
9071366,PNOA_MDT05_ETRS89_HU29_1000_LID.asc,1000,ETRS89,29,"2015, 2014",153.33
9071367,PNOA_MDT05_ETRS89_HU29_1001_LID.asc,1001,ETRS89,29,2014,153.36
9071368,PNOA_MDT05_ETRS89_HU29_1002_LID.asc,1002,ETRS89,29,2014,146
9071369,PNOA_MDT05_ETRS89_HU29_1016_LID.asc,1016,ETRS89,29,2015,94.54
9071370,PNOA_MDT05_ETRS89_HU29_1017_LID.asc,1017,ETRS89,29,"2015, 2014",108.69
9071371,PNOA_MDT05_ETRS89_HU29_1018_LID.asc,1018,ETRS89,29,2014,135.66
9071372,PNOA_MDT05_ETRS89_HU29_1019_LID.asc,1019,ETRS89,29,2014,134.41
9071373,PNOA_MDT05_ETRS89_HU29_1032B_LID.asc,1032B,ETRS89,29,2014,93.7
9071374,PNOA_MDT05_ETRS89_HU29_1033_LID.asc,1033,ETRS89,29,2014,117.45
9071375,PNOA_MDT05_ETRS89_HU29_1034_LID.asc,1034,ETRS89,29,"2015, 2014",149.84
9071376,PNOA_MDT05_ETRS89_HU29_1047_LID.asc,1047,ETRS89,29,"2015, 2014",113.61
9071377,PNOA_MDT05_ETRS89_HU29_1048_LID.asc,1048,ETRS89,29,"2015, 2014",158.06
9071378,PNOA_MDT05_ETRS89_HU29_1061_LID.asc,1061,ETRS89,29,2015,92.56
9071379,PNOA_MDT05_ETRS89_HU29_1062_LID.asc,1062,ETRS89,29,2015,154.1
9071380,PNOA_MDT05_ETRS89_HU29_1068_LID.asc,1068,ETRS89,29,2015,87.25
9071381,PNOA_MDT05_ETRS89_HU29_1069_LID.asc,1069,ETRS89,29,2015,156.33
9071382,PNOA_MDT05_ETRS89_HU29_1073_LID.asc,1073,ETRS89,29,2015,118.41000000000001
9071383,PNOA_MDT05_ETRS89_HU29_1076_LID.asc,1076,ETRS89,29,2015,90.91000000000001
9071384,PNOA_MDT05_ETRS89_HU30_0001_LID.asc,0001,ETRS89,30,2010,82.46000000000001
9071385,PNOA_MDT05_ETRS89_HU30_0002_LID.asc,0002,ETRS89,30,"2010, 2009",89.11999999999999
9071386,PNOA_MDT05_ETRS89_HU30_0003_LID.asc,0003,ETRS89,30,2009,100.01
9071387,PNOA_MDT05_ETRS89_HU30_0006_LID.asc,0006,ETRS89,30,2010,96.84
9071388,PNOA_MDT05_ETRS89_HU30_0007_LID.asc,0007,ETRS89,30,2010,154.17
9071389,PNOA_MDT05_ETRS89_HU30_0008_LID.asc,0008,ETRS89,30,"2010, 2009",168.48000000000002
9071390,PNOA_MDT05_ETRS89_HU30_0009_LID.asc,0009,ETRS89,30,2009,135.76999999999998
9071391,PNOA_MDT05_ETRS89_HU30_0010_LID.asc,0010,ETRS89,30,"2009, 2012",112.8
9071392,PNOA_MDT05_ETRS89_HU30_0011_LID.asc,0011,ETRS89,30,2012,114.8
9071393,PNOA_MDT05_ETRS89_HU30_0012_LID.asc,0012,ETRS89,30,2012,103.83
9071394,PNOA_MDT05_ETRS89_HU30_0013_LID.asc,0013,ETRS89,30,2012,97.67999999999999
