series,filename,id,date,size,page
02107,PNOA_MDT25_ETRS89_HU29_1062_LID.asc,9072903,"2015",6.19,5
02107,PNOA_MDT25_ETRS89_HU29_1068_LID.asc,9072904,"2015",3.51,5
02107,PNOA_MDT25_ETRS89_HU29_1069_LID.asc,9072905,"2015",6.28,5
02107,PNOA_MDT25_ETRS89_HU29_1073_LID.asc,9072906,"2015",4.76,5
02107,PNOA_MDT25_ETRS89_HU29_1076_LID.asc,9072907,"2015",3.66,5
02107,PNOA_MDT25_ETRS89_HU30_0001_LID.asc,9072908,"2015",3.32,5
02107,PNOA_MDT25_ETRS89_HU30_0002_LID.asc,9072909,"2010",3.60,5
02107,PNOA_MDT25_ETRS89_HU30_0003_LID.asc,9072910,"2009",4.02,6
02107,PNOA_MDT25_ETRS89_HU30_0006_LID.asc,9072911,"2010",3.89,6
02107,PNOA_MDT25_ETRS89_HU30_0007_LID.asc,9072912,"2010",6.19,6
02107,PNOA_MDT25_ETRS89_HU30_0008_LID.asc,9072913,"2010,2009",6.77,6
02107,PNOA_MDT25_ETRS89_HU30_0009_LID.asc,9072914,"2009",5.45,6
02107,PNOA_MDT25_ETRS89_HU30_0010_LID.asc,9072915,"2009,2012",4.54,6
02107,PNOA_MDT25_ETRS89_HU30_0011_LID.asc,9072916,"2012",4.62,6
02107,PNOA_MDT25_ETRS89_HU30_0012_LID.asc,9072917,"2012",4.18,6
02107,PNOA_MDT25_ETRS89_HU30_0013_LID.asc,9072918,"2012",3.93,6
02107,PNOA_MDT25_ETRS89_HU30_0014_LID.asc,9072919,"2012",3.70,6
02107,PNOA_MDT25_ETRS89_HU30_0015_LID.asc,9072920,"2012",3.71,6
02107,PNOA_MDT25_ETRS89_HU30_0018_LID.asc,9072921,"2012",3.36,6
02107,PNOA_MDT25_ETRS89_HU30_0020_LID.asc,9072922,"2010",3.11,6
02107,PNOA_MDT25_ETRS89_HU30_0021_LID.asc,9072923,"2010",4.19,6
02107,PNOA_MDT25_ETRS89_HU30_0022_LID.asc,9072924,"2010,2009",6.75,6
02107,PNOA_MDT25_ETRS89_HU30_0023_LID.asc,9072925,"2010,2009",6.84,6
02107,PNOA_MDT25_ETRS89_HU30_0024_LID.asc,9072926,"2009,2012",6.75,6
02107,PNOA_MDT25_ETRS89_HU30_0025_LID.asc,9072927,"2009,2012",6.65,6
02107,PNOA_MDT25_ETRS89_HU30_0026_LID.asc,9072928,"2012",6.67,6
02107,PNOA_MDT25_ETRS89_HU30_0027_LID.asc,9072929,"2012",6.62,6
02107,PNOA_MDT25_ETRS89_HU30_0028_LID.asc,9072930,"2012",6.48,6
02107,PNOA_MDT25_ETRS89_HU30_0029_LID.asc,9072931,"2012",6.47,6
02107,PNOA_MDT25_ETRS89_HU30_0030_LID.asc,9072932,"2012",6.21,6
02107,PNOA_MDT25_ETRS89_HU30_0031_LID.asc,9072933,"2010,2012",5.19,6
02107,PNOA_MDT25_ETRS89_HU30_0032_LID.asc,9072934,"2010,2012",4.39,6
02107,PNOA_MDT25_ETRS89_HU30_0033_LID.asc,9072935,"2012",4.36,6
02107,PNOA_MDT25_ETRS89_HU30_0034_LID.asc,9072936,"2012",4.26,6
02107,PNOA_MDT25_ETRS89_HU30_0035_LID.asc,9072937,"2012",5.15,6
02107,PNOA_MDT25_ETRS89_HU30_0036_LID.asc,9072938,"2012",3.64,6
02107,PNOA_MDT25_ETRS89_HU30_0037_LID.asc,9072939,"2012",3.41,6
02107,PNOA_MDT25_ETRS89_HU30_0038_LID.asc,9072940,"2012",3.63,6
